targetGene,N_TFs,RSquared,
MFHAS1,15,0.368150635,
MFN2,15,0.469336155,
MFNG,15,0.643733955,
MFSD10,15,0.460761185,
MFSD14A,15,0.799498211,
MFSD2A,15,0.802038774,
MFSD3,15,0.432990434,
MFSD4A,15,0.349518774,
MFSD4B,15,0.828422538,
MFSD5,15,0.522328578,
MFSD8,15,0.53930894,
MGAT1,15,0.423929328,
MGAT2,15,0.763801143,
MGAT3,15,0.651148626,
MGAT5,13,0.57301,
MGMT,15,0.276681555,
MGP,15,0.542119063,
MGRN1,15,0.271238842,
MGST2,15,0.38464596,
MGST3,15,0.487600798,
MIB1,15,0.60203034,
MIB2,15,0.436751823,
MICAL1,15,0.313125669,
MICAL2,15,0.675896884,
MICAL3,15,0.613360674,
MICALL1,10,0.284044558,
MICALL2,15,0.449134809,
MICU3,15,0.785735032,
MID1,15,0.603525989,
MIDN,15,0.582955645,
MIEF1,12,0.271039734,
MIEF2,15,0.37499049,
MIEN1,15,0.564905513,
MIER1,15,0.603589008,
MIER2,15,0.31356376,
MIER3,15,0.673206065,
MIF,15,0.530484521,
MIGA1,15,0.71898823,
MIIP,15,0.438604686,
MILR1,15,0.465405257,
MINDY1,14,0.251059669,
MINDY2,15,0.723614732,
MINK1,14,0.337383589,
MINOS1,15,0.470826792,
MINPP1,15,0.376083259,
MIPOL1,15,0.588002748,
MIS18A,15,0.341070386,
MISP,15,0.381859883,
MISP3,15,0.698207947,
MITF,15,0.256492054,
MKI67,15,0.570277559,
MKKS,15,0.305055726,
MKLN1,15,0.566957573,
MKNK1,15,0.390255019,
MKNK2,15,0.486998794,
MKRN1,15,0.475809897,
MKRN4P,15,0.503407974,
MLC1,15,0.268615367,
MLEC,14,0.275145381,
MLF2,15,0.624946182,
MLH1,15,0.308104028,
MLH3,15,0.355735533,
MLKL,15,0.592522921,
MLLT1,15,0.376762546,
MLLT10,15,0.54977354,
MLLT3,15,0.364190217,
MLXIP,15,0.519607331,
MLYCD,15,0.363941173,
MMADHC,15,0.570822517,
MMD,15,0.743031135,
MME,15,0.461337558,
MMGT1,15,0.617857515,
MMP11,15,0.593947658,
MMP14,15,0.426174416,
MMP15,15,0.436254298,
MMP16,15,0.318914231,
MMP19,15,0.434930534,
MMP2,15,0.694150361,
MMP9,15,0.269138495,
MMRN2,15,0.316522879,
MND1,15,0.292656068,
MOAP1,14,0.298363815,
MOB1A,15,0.493413383,
MOB1B,15,0.663881797,
MOB2,11,0.270332215,
MOB3A,15,0.575622303,
MOB3B,15,0.337057428,
MOB4,15,0.597438957,
MOCOS,15,0.327502989,
MOCS1,15,0.517747092,
MOCS2,15,0.576350039,
MOCS3,15,0.399918864,
MOGS,15,0.384708442,
MORC2,15,0.29122526,
MORC3,15,0.741318361,
MORC4,15,0.582285858,
MORF4L1,15,0.376530994,
MORF4L2,14,0.360374015,
MORN2,14,0.321860035,
MORN3,15,0.621295272,
MOSMO,15,0.552490428,
MOSPD1,15,0.4222659,
MOSPD3,15,0.273753044,
MPC2,15,0.54889778,
MPDU1,15,0.359601316,
MPDZ,15,0.554171115,
MPEG1,15,0.736674243,
MPG,15,0.631053583,
MPHOSPH6,15,0.490024434,
MPHOSPH8,13,0.408068759,
MPI,15,0.468953835,
MPP1,15,0.650797358,
MPP2,15,0.29726145,
MPP5,15,0.506107859,
MPP6,14,0.319381667,
MPRIP,15,0.498607321,
MPST,15,0.289993236,
MPV17,14,0.336609888,
MPV17L2,15,0.457797516,
MPZL1,15,0.748064527,
MPZL2,15,0.421996421,
MR1,15,0.635420832,
MRAS,15,0.277216853,
MRC1,15,0.655838905,
MREG,7,0.344907746,
MRFAP1,15,0.324224651,
MRFAP1L1,15,0.489284941,
MRGBP,15,0.523898454,
MRGPRF,15,0.576717698,
MRM2,15,0.472767408,
MRM3,15,0.288224949,
MRNIP,8,0.3304035,
MRPL1,15,0.357036902,
MRPL10,15,0.426920901,
MRPL11,15,0.622262598,
MRPL12,15,0.528091122,
MRPL13,15,0.421763784,
MRPL14,15,0.521946028,
MRPL15,15,0.445519154,
MRPL16,15,0.600376878,
MRPL17,15,0.366455224,
MRPL18,14,0.27291277,
MRPL2,15,0.282463994,
MRPL20,15,0.487312712,
MRPL21,15,0.501286525,
MRPL22,15,0.573727199,
MRPL24,15,0.488221861,
MRPL27,15,0.644663669,
MRPL28,15,0.4184081,
MRPL3,14,0.297848998,
MRPL32,15,0.454014146,
MRPL33,15,0.637369056,
MRPL34,15,0.40778754,
MRPL36,15,0.362775226,
MRPL37,15,0.400425566,
MRPL38,15,0.294649675,
MRPL4,15,0.612847968,
MRPL40,15,0.439576368,
MRPL41,15,0.490565946,
MRPL44,15,0.361876032,
MRPL46,15,0.473223418,
MRPL47,15,0.409258288,
MRPL49,15,0.538269994,
MRPL50,15,0.543357702,
MRPL51,15,0.480275883,
MRPL52,15,0.39700776,
MRPL53,15,0.533963769,
MRPL54,15,0.49437055,
MRPL55,15,0.480305705,
MRPL57,15,0.475000967,
MRPL58,15,0.324749434,
MRPL9,15,0.500377587,
MRPS11,15,0.427795909,
MRPS12,15,0.636028365,
MRPS15,15,0.602278906,
MRPS16,15,0.308591654,
MRPS17,15,0.49783735,
MRPS18A,15,0.414468788,
MRPS18B,14,0.271643506,
MRPS2,15,0.310661754,
MRPS21,15,0.600322053,
MRPS25,15,0.30288992,
MRPS26,15,0.566788979,
MRPS30,5,0.285500436,
MRPS31P4,15,0.251370933,
MRPS33,15,0.433618852,
MRPS36,14,0.386269961,
MRPS5,15,0.342311984,
MRPS6,15,0.299279738,
MRPS7,15,0.508870228,
MRPS9,15,0.386469305,
MRS2,15,0.429777984,
MRVI1,15,0.482939471,
MS4A7,15,0.635633084,
MSANTD3-TMEFF1,8,0.317810144,
MSANTD4,15,0.429627598,
MSC,12,0.444357054,
MSH2,15,0.413736326,
MSH6,15,0.290378512,
MSI2,15,0.659700425,
MSL1,15,0.419830367,
MSL2,15,0.740789122,
MSN,15,0.859619201,
MSRB1,14,0.312890588,
MSRB2,15,0.416455524,
MSRB3,15,0.623810195,
MSTO1,15,0.264989005,
MSX2,15,0.634114761,
MT1E,15,0.328537316,
MT2A,15,0.390315527,
MTA2,15,0.440257059,
MTCH1,15,0.579023595,
MTCH2,15,0.363131479,
MTDH,15,0.808126195,
MTERF3,14,0.308180731,
MTF1,15,0.646960739,
MTF2,8,0.336395158,
MTFP1,15,0.601247738,
MTFR1L,15,0.422305121,
MTG1,15,0.295917773,
MTHFD1,15,0.611764884,
MTHFD1L,15,0.386364776,
MTHFS,15,0.309847782,
MTM1,15,0.781359653,
MTMR10,15,0.750370784,
MTMR12,14,0.280561638,
MTMR14,15,0.395941834,
MTMR2,15,0.369587586,
MTMR3,15,0.454426986,
MTMR4,15,0.843802041,
MTMR6,15,0.462986385,
MTMR9LP,15,0.404981742,
MTPN,15,0.757540792,
MTR,15,0.350149444,
MTSS1,15,0.458385793,
MTSS1L,15,0.667701226,
MTURN,15,0.270032741,
MTX1,15,0.407211425,
MTX2,15,0.494174721,
MTX3,15,0.414166716,
MUC1,12,0.427251635,
MUC15,15,0.368363672,
MUL1,15,0.637114414,
MUM1L1,15,0.313422854,
MUS81,15,0.273392307,
MVB12A,15,0.585933209,
MVB12B,14,0.275026232,
MVD,15,0.3191638,
MX1,15,0.519614325,
MX2,15,0.3483924,
MXD3,15,0.277748383,
MXD4,15,0.385059589,
MXI1,15,0.695402545,
MXRA5,15,0.354338837,
MXRA7,15,0.636729554,
MXRA8,15,0.431154413,
MYADM,15,0.473897994,
MYBBP1A,15,0.253222137,
MYBL1,15,0.275584456,
MYBL2,15,0.630140509,
MYBPH,15,0.487730504,
MYC,15,0.789727333,
MYCL,15,0.384346904,
MYCN,15,0.39010085,
MYH10,15,0.680396049,
MYH11,10,0.308855384,
MYL12A,15,0.35320606,
MYL12B,15,0.441790406,
MYL6,15,0.752492057,
MYL9,15,0.737066154,
MYLK3,11,0.302858966,
MYNN,15,0.626478769,
MYO10,15,0.660134174,
MYO15B,15,0.30521529,
MYO18A,13,0.317325945,
MYO19,15,0.298014626,
MYO1A,12,0.268336649,
MYO1B,15,0.454959155,
MYO1D,15,0.278847582,
MYO1F,15,0.494945975,
MYO1G,15,0.515908687,
MYO5A,15,0.384863724,
MYO5B,15,0.40446421,
MYO5C,15,0.33658809,
MYO7A,15,0.691203787,
MYO9B,15,0.423196932,
MYOCOS,6,0.30629461,
MYOF,15,0.533095232,
MYORG,15,0.731669437,
MYOZ3,15,0.321046258,
MYSM1,15,0.261355691,
MYZAP,15,0.559999304,
MZF1,15,0.330479597,
MZT1,15,0.539552559,
MZT2A,15,0.295814778,
MZT2B,15,0.574942656,
N4BP2,15,0.632130603,
N4BP2L1,15,0.333152118,
N4BP2L2,14,0.250352264,
N4BP3,13,0.311940008,
N6AMT1,15,0.419590858,
NAA10,15,0.39726079,
NAA15,15,0.293286895,
NAA16,14,0.256712932,
NAA20,15,0.337825665,
NAA25,15,0.573804834,
NAA30,15,0.678405051,
NAA35,15,0.480335474,
NAA38,15,0.493640206,
NAA50,15,0.6011321,
NAALADL2,12,0.311611637,
NAB1,15,0.533461355,
NAB2,15,0.661065506,
NABP1,14,0.411295697,
NABP2,15,0.278808727,
NACA,15,0.470430463,
NACC1,15,0.442791076,
NACC2,15,0.492141254,
NAE1,14,0.25832398,
NAGK,15,0.324349249,
NAGLU,15,0.400805822,
NAGPA,15,0.418814484,
NAMPT,15,0.331068111,
NANOS1,15,0.432183594,
NANS,15,0.667742448,
NAP1L1,15,0.64107329,
NAP1L5,15,0.425239979,
NAPA,15,0.485549738,
NAPG,15,0.289601732,
NASP,15,0.42737058,
NAT14,15,0.313811862,
NAT2,15,0.435276328,
NAV2,15,0.517235209,
NAXD,15,0.561104849,
NAXE,15,0.474918571,
NBAS,15,0.358603815,
NBDY,15,0.303593446,
NBEA,15,0.297343132,
NBEAL1,15,0.447252638,
NBEAL2,15,0.45198399,
NBL1,15,0.597083076,
NBPF1,15,0.281106363,
NBR1,15,0.685343551,
NCAPG,15,0.406765784,
NCAPG2,13,0.313506131,
NCAPH,15,0.54297193,
NCBP2,15,0.548210323,
NCCRP1,15,0.312980817,
NCEH1,15,0.326134525,
NCF4,15,0.346802715,
NCKAP1L,15,0.71432073,
NCKAP5L,15,0.762381375,
NCLN,14,0.375994356,
NCMAP,15,0.444288182,
NCOA2,15,0.777081501,
NCOA3,15,0.744912372,
NCOA4,15,0.393219067,
NCOA5,15,0.267608756,
NCOA6,15,0.703432696,
NCOR1,15,0.693093689,
NCOR2,15,0.677978114,
NCR3LG1,15,0.326281646,
NCS1,15,0.294077758,
NCSTN,15,0.633547442,
NDC80,15,0.432445298,
NDEL1,15,0.286500594,
NDFIP1,15,0.568545163,
NDFIP2,15,0.517289983,
NDNF,15,0.557765364,
NDOR1,11,0.433804062,
NDRG2,9,0.401060666,
NDUFA1,15,0.37955565,
NDUFA10,15,0.514279239,
NDUFA11,15,0.716458399,
NDUFA12,15,0.486616493,
NDUFA13,15,0.666426809,
NDUFA2,15,0.654540322,
NDUFA4,15,0.477938759,
NDUFA4L2,15,0.660645233,
NDUFA5,15,0.356089041,
NDUFA7,15,0.376244571,
NDUFA8,15,0.290969806,
NDUFA9,15,0.417909171,
NDUFAF1,15,0.255050643,
NDUFAF2,15,0.362363158,
NDUFAF3,15,0.470115472,
NDUFAF4,15,0.459644324,
NDUFAF5,15,0.283079654,
NDUFB1,15,0.530315428,
NDUFB10,15,0.604982863,
NDUFB11,15,0.609138369,
NDUFB2,15,0.647418659,
NDUFB3,15,0.530514264,
NDUFB5,15,0.592057174,
NDUFB6,15,0.298757924,
NDUFB7,15,0.683923797,
NDUFB8,15,0.521686267,
NDUFB9,15,0.562135351,
NDUFC2,15,0.50210198,
NDUFS2,15,0.400214623,
NDUFS3,15,0.405947618,
NDUFS5,15,0.53978361,
NDUFS6,15,0.574133543,
NDUFS7,15,0.682619309,
NDUFS8,15,0.571227532,
NDUFV1,15,0.584002685,
NDUFV2,15,0.510426203,
NEBL,15,0.688802415,
NECAP1,15,0.376517276,
NECAP2,15,0.437787725,
NECTIN1,15,0.723732392,
NECTIN3,15,0.843106109,
NECTIN4,15,0.844481117,
NEDD1,15,0.444665924,
NEDD8,15,0.645970211,
NEDD9,15,0.414389323,
NEIL1,15,0.295157076,
NEIL2,15,0.335892477,
NEIL3,15,0.384874124,
NEK1,15,0.517972461,
NEK11,15,0.461444913,
NEK2,15,0.383426039,
NEK3,15,0.341613365,
NEK6,15,0.494391761,
NEK7,15,0.825504547,
NELFA,15,0.474090797,
NELFB,15,0.543385375,
NEMF,8,0.275910474,
NEMP1,15,0.665048211,
NENF,15,0.336013279,
NES,15,0.649070073,
NET1,15,0.421952342,
NETO2,15,0.461762312,
NEU1,15,0.459840423,
NEURL1,15,0.608184854,
NEURL1B,15,0.473419103,
NEURL4,15,0.338347175,
NEXN,15,0.557136218,
NF1,15,0.556668718,
NF2,15,0.449600377,
NFAM1,15,0.615310098,
NFASC,13,0.278129775,
NFAT5,15,0.686463877,
NFATC1,15,0.429056924,
NFATC2,15,0.644806559,
NFATC3,15,0.297894612,
NFE2,15,0.292541082,
NFE2L2,15,0.479477004,
NFIA,15,0.440465208,
NFIB,15,0.589057427,
NFIC,15,0.378689173,
NFIL3,15,0.757431986,
NFIX,15,0.597898927,
NFKB1,15,0.611744465,
NFKBIA,15,0.6698544,
NFKBIE,15,0.298967979,
NFKBIZ,15,0.274775427,
NFRKB,15,0.428039538,
NFU1,15,0.373222576,
NFX1,15,0.523448777,
NFYA,15,0.486103903,
NGDN,15,0.54955562,
NGLY1,15,0.378644586,
NGRN,15,0.529164705,
NHLRC2,15,0.646763505,
NHP2,15,0.337536773,
NHSL2,15,0.399092721,
NICN1,15,0.357700662,
NID1,15,0.373264489,
NID2,15,0.68098404,
NIF3L1,15,0.494020573,
NIFK,15,0.41640697,
NIN,15,0.621035068,
NINJ1,15,0.368039073,
NIPAL1,15,0.753103667,
NIPAL3,15,0.363972349,
NIPBL,15,0.767495111,
NIPSNAP1,15,0.471581974,
NIPSNAP3A,15,0.301388551,
NIPSNAP3B,15,0.252315398,
NIT1,15,0.506775584,
NIT2,15,0.490561647,
NKAIN4,11,0.348699172,
NKAPD1,15,0.535535466,
NKD1,15,0.458208453,
NKIRAS2,15,0.511292799,
NKRF,15,0.448384992,
NKTR,15,0.418025519,
NLE1,15,0.445633746,
NLGN2,15,0.521253577,
NLN,15,0.530915724,
NLRC3,14,0.308268106,
NLRC5,15,0.308893452,
NLRP1,15,0.566531107,
NLRP10,15,0.278511708,
NLRP3,15,0.527712586,
NLRX1,15,0.418490156,
NMD3,15,0.34735052,
NME1,15,0.653710407,
NME2,15,0.8072393,
NME2P1,15,0.488564699,
NME3,15,0.500922621,
NME4,15,0.703619127,
NME6,15,0.351317508,
NMNAT3,15,0.584045151,
NMT1,15,0.296494147,
NNMT,15,0.701794936,
NNT,15,0.360279403,
NOA1,15,0.458672467,
NOB1,15,0.399879101,
NOC2LP1,15,0.292211496,
NOC3L,15,0.41233176,
NOC4L,15,0.422399961,
NOCT,15,0.576760213,
NOD2,15,0.264496299,
NOG,15,0.809131563,
NOL12,15,0.413802463,
NOL4L,15,0.703825703,
NOL6,15,0.532238569,
NOL7,15,0.477248603,
NOMO2,15,0.364529253,
NOP10,15,0.508716605,
NOP14,8,0.294265318,
NOP2,15,0.340435865,
NOP53,15,0.58992224,
NOP56,15,0.519285149,
NOP9,7,0.34199425,
NOS3,15,0.338685473,
NOSIP,15,0.57766849,
NOSTRIN,15,0.435953912,
NOTCH1,15,0.392637196,
NOTCH2,15,0.382500658,
NOTUM,15,0.865335052,
NOX4,15,0.304706635,
NPAS2,15,0.359858952,
NPAT,15,0.344909349,
NPC1,15,0.280138383,
NPC2,15,0.686208908,
NPDC1,15,0.609792296,
NPEPL1,15,0.280679874,
NPEPPS,15,0.580470833,
NPHP1,15,0.264487914,
NPHP4,15,0.414376381,
NPL,15,0.597016527,
NPLOC4,15,0.513418544,
NPM1,15,0.589209756,
NPM3,15,0.586238844,
NPNT,15,0.447325393,
NPR1,15,0.615151148,
NPR2,15,0.401718805,
NPY1R,15,0.390166754,
NR1D1,15,0.514711408,
NR1D2,15,0.534027176,
NR1H2,15,0.710732169,
NR2C2,15,0.600797196,
NR2C2AP,15,0.402538017,
NR2F1,15,0.707633283,
NR2F2,15,0.637567568,
NR2F6,15,0.430551155,
NR3C1,15,0.373238169,
NR3C2,15,0.365003807,
NR4A1,15,0.810082496,
NR4A2,15,0.391685678,
NR4A3,15,0.622053704,
NR6A1,13,0.300245075,
NRARP,15,0.579523603,
NRAS,15,0.575754729,
NRBF2,15,0.484782945,
NRBP1,15,0.377135464,
NRBP2,15,0.460493276,
NRCAM,15,0.600397184,
NRDC,15,0.497466613,
NRDE2,15,0.430359154,
NREP,15,0.42785056,
NRIP1,15,0.807275016,
NRK,15,0.483281009,
NRN1,15,0.676776372,
NRP1,15,0.27337427,
NRP2,15,0.617442895,
NRROS,15,0.602519328,
NRSN2,15,0.471047319,
NSD1,15,0.570848062,
NSD2,15,0.531383846,
NSD3,15,0.606880455,
NSFL1C,15,0.597949148,
NSMCE1,15,0.597335466,
NSMCE3,15,0.311839747,
NSMCE4A,15,0.33840166,
NSMF,15,0.484344804,
NSRP1,15,0.287552945,
NSUN5,15,0.603435443,
NT5C,15,0.519248414,
NT5C3B,15,0.434019333,
NT5DC2,15,0.692400333,
NTMT1,15,0.415077499,
NTPCR,15,0.287405393,
NUAK2,15,0.621535765,
NUBP1,15,0.454191016,
NUBP2,15,0.532747709,
NUBPL,15,0.349792489,
NUDC,15,0.588544515,
NUDCD1,15,0.290937754,
NUDT14,15,0.395112636,
NUDT15,15,0.399094016,
NUDT16,15,0.609917598,
NUDT16L1,15,0.605108666,
NUDT21,15,0.3241622,
NUDT22,15,0.551499197,
NUDT3,15,0.506698,
NUDT4,15,0.512605803,
NUDT6,15,0.26690273,
NUF2,15,0.53611078,
NUFIP1,15,0.315624427,
NUFIP2,15,0.559456012,
NUMB,15,0.313130572,
NUP107,15,0.466397897,
NUP153,15,0.803177532,
NUP205,14,0.287836185,
NUP210,15,0.678371031,
NUP50,15,0.599414686,
NUP58,15,0.640946104,
NUP93,15,0.431286731,
NUP98,15,0.251928462,
NUS1,15,0.395202891,
NUSAP1,15,0.599680313,
NUTF2,15,0.522808826,
NVL,15,0.468467431,
NXF1,15,0.417132788,
NXN,15,0.524960607,
NXNL2,9,0.314280932,
NXPE3,15,0.654805816,
NXPH3,15,0.456826526,
NXT1,15,0.418231858,
NXT2,15,0.753360914,
OAF,15,0.530386489,
OARD1,15,0.39943409,
OAS1,15,0.433482506,
OAS2,15,0.712609797,
OAS3,15,0.700521476,
OASL,8,0.362753321,
OCLN,5,0.371848911,
OCRL,15,0.64242602,
ODC1,15,0.591138781,
ODF3B,15,0.395313855,
ODR4,15,0.311692634,
OGDH,15,0.47793614,
OGFRL1,12,0.458881593,
OGG1,15,0.37335428,
OGN,12,0.382997806,
OGT,15,0.410727823,
OLA1,15,0.555220521,
OLAH,15,0.446477483,
OLFML1,15,0.465034718,
OLFML2A,15,0.566165498,
OLFML2B,15,0.784244969,
OLFML3,15,0.645964742,
OPA3,15,0.357072471,
OPHN1,15,0.428446797,
OPTN,15,0.392945416,
OR51E1,14,0.344389254,
OR52K1,15,0.381788069,
OR5H14,15,0.394302453,
OR7E22P,15,0.481534984,
OR7E25P,15,0.367608426,
ORAI2,15,0.342199472,
ORAI3,15,0.592897871,
ORC1,15,0.56855069,
ORC4,15,0.274656644,
ORC6,15,0.453588928,
ORMDL1,15,0.340489463,
ORMDL2,15,0.559418379,
ORMDL3,15,0.323760667,
OSBP,15,0.744256122,
OSBPL10,15,0.427127271,
OSBPL11,15,0.580620524,
OSBPL2,15,0.559460149,
OSBPL8,15,0.647639322,
OSBPL9,15,0.555003781,
OSCP1,15,0.383492209,
OSER1,15,0.74858284,
OSGEPL1,15,0.440435479,
OSGIN2,15,0.459982442,
OSM,15,0.45514138,
OSMR,15,0.45515329,
OSR1,15,0.344508946,
OSR2,15,0.591365884,
OST4,15,0.607196924,
OSTC,14,0.303989057,
OSTM1,15,0.472873972,
OTUB1,15,0.549695369,
OTUB2,15,0.388779376,
OTUD1,15,0.524491258,
OTUD4,15,0.710855107,
OTUD6B,14,0.297354925,
OTUD7B,15,0.508791488,
OVCA2,15,0.475019172,
OVGP1,15,0.461621794,
OVOL1,15,0.470660303,
OXA1L,15,0.484545824,
OXLD1,15,0.553052681,
OXNAD1,15,0.410020294,
OXSR1,15,0.286940675,
OXTR,15,0.556091599,
P2RX4,15,0.344195521,
P2RX7,15,0.252478138,
P2RY1,15,0.697565557,
P2RY2,15,0.553071886,
P2RY6,15,0.397284029,
P2RY8,15,0.328245381,
P3H1,15,0.642644977,
P3H2,15,0.307555859,
P3H3,15,0.490993985,
P3H4,15,0.5300246,
P4HA1,15,0.626397796,
P4HA3,15,0.42678692,
P4HB,15,0.258758299,
PA2G4,15,0.425424143,
PAAF1,15,0.259674274,
PABPC4L,12,0.481949706,
PABPN1,15,0.387003099,
PACS2,10,0.297393388,
PACSIN3,15,0.565685705,
PAFAH1B2,15,0.470753429,
PAFAH1B3,15,0.379929411,
PAFAH2,15,0.411481631,
PAGE4,15,0.750629033,
PAGR1,15,0.473918452,
PAICS,15,0.550161343,
PAIP1,15,0.521941425,
PAIP2,15,0.27930902,
PAK1,15,0.48013418,
PAK1IP1,15,0.407616706,
PAK3,15,0.56207725,
PAK4,13,0.381904669,
PALD1,15,0.68588371,
PALM,15,0.41967459,
PALM2-AKAP2,15,0.290530607,
PALMD,15,0.719839066,
PAM,15,0.575987862,
PAMR1,15,0.65934841,
PAN3,15,0.564423791,
PANK1,15,0.30083281,
PANK2,15,0.422623762,
PANK3,15,0.645539891,
PANX1,15,0.302838022,
PAPLN,15,0.470899884,
PAPOLA,15,0.450418816,
PAPPA,15,0.674564958,
PAPPA2,15,0.464363975,
PAPSS1,15,0.475836327,
PAPSS2,15,0.679014357,
PAQR4,15,0.340822747,
PAQR6,7,0.287400414,
PAQR7,15,0.631662594,
PAQR8,15,0.644373448,
PARD3,15,0.391275945,
PARD3B,15,0.599412827,
PARD6A,14,0.264880255,
PARD6B,15,0.70726418,
PARK7,15,0.61500282,
PARL,15,0.30895437,
PARM1,15,0.707181962,
PARP1,15,0.840572372,
PARP10,15,0.315631323,
PARP14,15,0.30481538,
PARP15,15,0.356328351,
PARP2,15,0.476233873,
PARP4,15,0.508326159,
PARP8,15,0.404445612,
PARP9,15,0.768741856,
PARPBP,15,0.313907775,
PARVA,15,0.652600202,
PARVB,15,0.630950596,
PARVG,15,0.580948319,
PATJ,15,0.285445797,
PATL1,15,0.748844795,
PATZ1,15,0.458055446,
PAWR,15,0.477667965,
PAX8,15,0.313471247,
PAXBP1,15,0.583929508,
PAXX,15,0.53463125,
PBK,15,0.532087732,
PBRM1,15,0.778923544,
PBX1,15,0.370023754,
PBX3,15,0.560464166,
PBXIP1,15,0.302504517,
PCBD1,15,0.358937792,
PCBP1,15,0.604918095,
PCBP2,15,0.561578404,
PCBP4,10,0.29523512,
PCCB,15,0.257397154,
PCDH1,15,0.815893812,
PCDH10,15,0.588601423,
PCDH17,15,0.256910985,
PCDH18,15,0.681449994,
PCDHGA6,5,0.293314806,
PCDHGB2,13,0.371383163,
PCDHGC3,15,0.582730046,
PCED1B,15,0.471097659,
PCF11,15,0.391563352,
PCGF1,15,0.331295271,
PCGF2,15,0.293527178,
PCGF5,15,0.608343958,
PCID2,15,0.312905231,
PCIF1,15,0.484861297,
PCK2,15,0.376517716,
PCLAF,15,0.348176348,
PCM1,15,0.307947658,
PCMT1,15,0.419330035,
PCMTD1,15,0.598352505,
PCMTD2,15,0.36178753,
PCNA,15,0.592677917,
PCNP,15,0.680346918,
PCNX1,14,0.302793628,
PCNX3,15,0.270255297,
PCOLCE,15,0.554491729,
PCSK5,15,0.463949978,
PCSK6,15,0.667756015,
PCSK7,15,0.406533655,
PCTP,15,0.488066669,
PCYOX1,15,0.564559095,
PCYT1A,15,0.291264179,
PCYT2,14,0.329989792,
PDAP1,15,0.589488106,
PDCD10,15,0.364524894,
PDCD1LG2,15,0.440165381,
PDCD4,15,0.531307862,
PDCD6,15,0.444778706,
PDCD6IP,15,0.596820703,
PDCL3,14,0.316480603,
PDE10A,7,0.318146486,
PDE11A,15,0.592426942,
PDE12,15,0.455618412,
PDE3A,15,0.679799452,
PDE3B,15,0.399988126,
PDE4B,15,0.573639855,
PDE4D,15,0.376357526,
PDE4DIP,15,0.393108767,
PDE6D,15,0.354384917,
PDE7B,15,0.401605329,
PDE8B,5,0.498180823,
PDE9A,15,0.4856351,
PDF,9,0.25242085,
PDGFB,8,0.262093063,
PDGFC,15,0.658271561,
PDGFRA,15,0.699331042,
PDGFRB,7,0.385675524,
PDHA1,15,0.50357482,
PDHB,15,0.481344365,
PDHX,15,0.435254475,
PDIA3,15,0.300605307,
PDIA4,15,0.409216358,
PDIA6,15,0.307791055,
PDIK1L,15,0.552342076,
PDK1,15,0.351748333,
PDLIM1,15,0.779040939,
PDLIM1P4,15,0.292223866,
PDLIM2,15,0.610908043,
PDLIM3,15,0.487499159,
PDLIM4,15,0.292852311,
PDLIM5,15,0.431440579,
PDLIM7,15,0.318628652,
PDP1,14,0.291953564,
PDPK1,15,0.68650402,
PDPN,15,0.633025259,
PDRG1,15,0.287856719,
PDS5A,15,0.708526728,
PDS5B,15,0.387826582,
PDXK,15,0.436824914,
PDZD11,15,0.487398128,
PDZD2,15,0.766729394,
PDZD7,15,0.473520425,
PDZK1,15,0.357493036,
PDZRN3,8,0.36920361,
PDZRN4,15,0.292938942,
PEAK1,15,0.48459327,
PEAR1,15,0.57748669,
PEBP1,15,0.538955287,
PECAM1,15,0.817821368,
PEF1,15,0.683491152,
PEG10,15,0.820088048,
PEG3,15,0.655456555,
PELI1,15,0.714185087,
PELI2,15,0.347027657,
PER1,11,0.329454871,
PER2,15,0.429244722,
PERP,15,0.352231516,
PES1,15,0.400993942,
PET100,15,0.314484047,
PET117,15,0.400597498,
PEX10,15,0.436685431,
PEX11B,15,0.424395462,
PEX19,15,0.41529713,
PEX2,15,0.289996729,
PEX5,15,0.334968953,
PFDN1,15,0.336156807,
PFDN2,15,0.565983189,
PFDN4,15,0.282697586,
PFDN5,15,0.732960349,
PFKFB2,15,0.276335879,
PFKFB3,15,0.560388605,
PFKFB4,15,0.553773422,
PFKL,15,0.677090735,
PFKM,15,0.338731369,
PFN1,15,0.702178047,
PGAM1,15,0.452284808,
PGAM5,10,0.371595558,
PGAP1,15,0.596279234,
PGAP2,15,0.50177263,
PGAP3,15,0.522686504,
PGBD2,15,0.525360993,
PGBD4,15,0.333055216,
PGBD5,15,0.529666542,
PGC,15,0.340726792,
PGD,15,0.654305486,
PGF,15,0.528473629,
PGGHG,15,0.53865955,
PGLS,15,0.560945695,
PGM2,15,0.337525797,
PGM2L1,15,0.593730495,
PGM5,15,0.262496218,
PGM5P2,15,0.420431831,
PGP,15,0.654681925,
PGPEP1,14,0.306191178,
PGR,15,0.435454344,
PGRMC1,15,0.387374609,
PGRMC2,15,0.454246212,
PGS1,12,0.254232647,
PHACTR1,15,0.287320266,
PHACTR2,15,0.54005599,
PHACTR4,15,0.363683834,
PHAX,15,0.348115594,
PHB,15,0.512312295,
PHB2,15,0.584410607,
PHC2,15,0.391234894,
PHC3,15,0.633695887,
PHF11,15,0.528918568,
PHF13,15,0.556628461,
PHF14,15,0.293910911,
PHF19,15,0.474463104,
PHF2,15,0.685728564,
PHF20L1,15,0.493083148,
PHF21A,15,0.389667375,
PHF5A,15,0.444089077,
PHF6,15,0.576329051,
